tic,year,quarter,timestamp_p,section,section_id,speaker_name_P,speaker_title_P,presentation_text,finberttone_expected_value,finberttone_cumulative_tone,finberttone_change_point
RFIL,2021,4,308.007,Pre,42,Rob Dawson,"President and Chief Executive Officer, RF Industries",These sizable orders for our OptiFlex hybrid fiber cable solution highlight the increasing demand for our product offerings as wireless carriers accelerate their network build-outs.,0.999999877,11.00117347,0
RFIL,2021,4,318.587,Pre,43,Rob Dawson,"President and Chief Executive Officer, RF Industries","While our margins were down in the quarter, this was largely driven by the concentrated Tier 1 business and the impact of the current state of the supply chain and material and shipping costs.",-0.999998358,10.00117511,0
RFIL,2021,4,324.128,Pre,44,Rob Dawson,"President and Chief Executive Officer, RF Industries","This was not unexpected, given our hybrid fiber solution has been such a large piece of our sales.",-0.090281721,9.910893393,0
RFIL,2021,4,331.13,Pre,45,Rob Dawson,"President and Chief Executive Officer, RF Industries",The good news is we feel like we're delivering very well in the business and have been able to drop a significant amount of this revenue to our bottom line.,0.999999996,10.91089339,0
RFIL,2021,4,339.211,Pre,46,Rob Dawson,"President and Chief Executive Officer, RF Industries",I really appreciate the execution of our team at Cables Unlimited in Long Island to perform so well in building and fulfilling these orders in a tough market.,0.9999997,11.91089309,0
RFIL,2021,4,353.954,Pre,47,Rob Dawson,"President and Chief Executive Officer, RF Industries","We love this business, and while margins move around, we saw in 2018 and 2019 that large opportunities like this can transform our customer relationships, open new doors, and drop a large amount of cash onto our balance sheet.",0.999999611,12.9108927,0
RFIL,2021,4,361.058,Pre,48,Rob Dawson,"President and Chief Executive Officer, RF Industries",That gives us increased flexibility to run the business and invest in opportunities both organically and through M&A activity.,0.99999818,13.91089088,0
RFIL,2021,4,367.182,Pre,49,Rob Dawson,"President and Chief Executive Officer, RF Industries",We feel like we're very effective at deploying our resources with a keen eye on providing solid value for our shareholders.,0.999999985,14.91089087,0
RFIL,2021,4,373.999,Pre,50,Rob Dawson,"President and Chief Executive Officer, RF Industries",We do expect that most of the supply chain and material cost issues should normalize over the next few quarters.,-0.788237246,14.12265362,0
RFIL,2021,4,383.244,Pre,51,Rob Dawson,"President and Chief Executive Officer, RF Industries","And as always, we also continue to monitor our pricing policies and make changes where necessary to address the overall market conditions and the related cost fluctuations.",-0.000630883,14.12202274,0
RFIL,2021,4,396.61,Pre,52,Rob Dawson,"President and Chief Executive Officer, RF Industries","As we look ahead, we see significant room to further increase our gross margins through large opportunities and through an improved product mix that hasn't yet fully materialized, including our higher margin small cell and DAC offerings.",0.999999996,15.12202273,0
RFIL,2021,4,407.713,Pre,53,Rob Dawson,"President and Chief Executive Officer, RF Industries","As I've noted before, the layering of project wins on top of our growing core business gives us confidence that our diverse product platform is a springboard for strong future revenue growth.",0.999999994,16.12202273,0
RFIL,2021,4,417.395,Pre,54,Rob Dawson,"President and Chief Executive Officer, RF Industries","With our complete product offering, we're now doing business with every one of the companies in the wireless tier one ecosystem, including many of the largest tower and neutral host companies.",7.95E-06,16.12203068,0
RFIL,2021,4,424.137,Pre,55,Rob Dawson,"President and Chief Executive Officer, RF Industries","As I've noted before, our investments in our sales and business development organization are building positive momentum around new business.",0.999999988,17.12203067,0
RFIL,2021,4,431.833,Pre,56,Rob Dawson,"President and Chief Executive Officer, RF Industries","Looking at some of our product areas and market segments, Our core distribution business remains healthy and diverse and continues to grow.",0.999999895,18.12203056,0
RFIL,2021,4,440.197,Pre,57,Rob Dawson,"President and Chief Executive Officer, RF Industries",Our RF coaxial cable and connector products and our C Enterprises fast-turn fiber products together make up our primary offers sold through distribution.,2.70E-05,18.12205758,0
RFIL,2021,4,450.761,Pre,58,Rob Dawson,"President and Chief Executive Officer, RF Industries","Both of these two major product areas showed meaningful growth over the prior fiscal year, and we expect to see steady growth in our new fiscal year as we continue to build our baseline of core revenue.",0.999999995,19.12205758,0
RFIL,2021,4,458.391,Pre,59,Rob Dawson,"President and Chief Executive Officer, RF Industries","Turning to our small cell and DAC thermal cooling offerings, These are huge opportunities that we expect will increase sales in the coming year.",0.999999976,20.12205756,0
RFIL,2021,4,467.835,Pre,60,Rob Dawson,"President and Chief Executive Officer, RF Industries","Our Shroff Tech business, where these products reside, had their best sales quarter of the year in Q4, and for the full year, we're up meaningfully in sales compared to the prior year.",0.999999979,21.12205753,0
RFIL,2021,4,471.577,Pre,61,Rob Dawson,"President and Chief Executive Officer, RF Industries","The pipeline continues to build, and we have a strong backlog of orders.",0.999999996,22.12205753,0
RFIL,2021,4,478.98,Pre,62,Rob Dawson,"President and Chief Executive Officer, RF Industries","We have product actively shipping to several small sale players, as well as ongoing discussions regarding future deployments with others.",1.23E-05,22.12206978,0
RFIL,2021,4,484.472,Pre,63,Rob Dawson,"President and Chief Executive Officer, RF Industries","We've also started field trials with a few large customers, and some smaller projects are also moving forward.",0.00011352,22.1221833,0
RFIL,2021,4,489.215,Pre,64,Rob Dawson,"President and Chief Executive Officer, RF Industries","Additionally, we look forward to sharing some product roadmap announcements very soon.",4.38E-05,22.1222271,0
RFIL,2021,4,496.618,Pre,65,Rob Dawson,"President and Chief Executive Officer, RF Industries",All of this is giving us increased confidence in the growth prospects of our small cell and DAC business in the new fiscal year.,0.999999997,23.1222271,0
RFIL,2021,4,498.96,Pre,66,Rob Dawson,"President and Chief Executive Officer, RF Industries",Now turning to M&A.,-0.000556389,23.12167071,0
RFIL,2021,4,507.604,Pre,67,Rob Dawson,"President and Chief Executive Officer, RF Industries","We're excited to have entered into a definitive agreement last week to acquire Microlab, the radio frequency components business of Wireless Telecom Group.",0.203624192,23.3252949,0
RFIL,2021,4,512.123,Pre,68,Rob Dawson,"President and Chief Executive Officer, RF Industries",for an aggregate cash consideration of $24.25 million.,-6.37E-08,23.32529483,0
RFIL,2021,4,523.192,Pre,69,Rob Dawson,"President and Chief Executive Officer, RF Industries","Microlab designs and manufactures high-performance RF and microwave products, enabling signal distribution and deployment of in-building DAS, wireless-based stations, and small cell networks.",0.000398649,23.32569348,0
RFIL,2021,4,531.178,Pre,70,Rob Dawson,"President and Chief Executive Officer, RF Industries",Their products are known worldwide for their superior quality and performance and are considered the gold standard in RF and microwave distribution systems.,0.999999969,24.32569345,0
RFIL,2021,4,543.666,Pre,71,Rob Dawson,"President and Chief Executive Officer, RF Industries","For the 12-month period ended September 30th, 2021, They generated unaudited revenue of approximately $16 million and adjusted EBITDA of approximately $3.7 million.",3.79E-05,24.32573134,0
RFIL,2021,4,555.455,Pre,72,Rob Dawson,"President and Chief Executive Officer, RF Industries","The transaction has been unanimously approved by the board of directors of both companies and is subject to various terms and conditions, including approval by wireless telecom groups shareholders.",0.000147186,24.32587852,0
RFIL,2021,4,566.545,Pre,73,Rob Dawson,"President and Chief Executive Officer, RF Industries","Wireless Telecom Group will file a proxy statement regarding the proposed transaction with the SEC, and the closing of the transaction is anticipated to occur in the first calendar quarter of 2022.",1.93E-06,24.32588046,0
RFIL,2021,4,582.481,Pre,74,Rob Dawson,"President and Chief Executive Officer, RF Industries",This acquisition is in line with our strategic plan that we've been working toward to drive revenue growth both organically and through the acquisition of good quality companies with passive components that give us access to new products that we can sell through our growing distribution channel.,0.999999484,25.32587994,0
RFIL,2021,4,594.749,Pre,75,Rob Dawson,"President and Chief Executive Officer, RF Industries","With our focus on the significant growth opportunities we expect to see in servicing the small cell and DAS markets, we believe Microlabs products will provide additional scale and opportunity for further revenue growth.",0.999999987,26.32587993,0
RFIL,2021,4,602.435,Pre,76,Rob Dawson,"President and Chief Executive Officer, RF Industries","With what we know about their product lines, we believe they will also help us take our gross margins up, and we expect the deal to be accretive immediately.",0.999999757,27.32587968,0
RFIL,2021,4,612.487,Pre,77,Rob Dawson,"President and Chief Executive Officer, RF Industries","So to conclude, We remain focused on successfully executing on our long-term growth plan to not only grow organically, but also through acquisitions.",0.999996177,28.32587586,0
RFIL,2021,4,619.812,Pre,78,Rob Dawson,"President and Chief Executive Officer, RF Industries",We're actively engaged with every top-tier company in the carrier ecosystem as a result of the investments in our go-to-market capabilities.,0.013071675,28.33894753,0
RFIL,2021,4,632.983,Pre,79,Rob Dawson,"President and Chief Executive Officer, RF Industries","With our expanded and complete product offering, we continue to grow our baseline business and see significant growth opportunities in small cell and DAC that we expect will increase sales and positively impact our margins in the coming year.",0.999999995,29.33894753,0
RFIL,2021,4,638.044,Pre,80,Rob Dawson,"President and Chief Executive Officer, RF Industries",and our large backlog gives us a nice tailwind as we start our new fiscal year.,0.999999996,30.33894753,0
RFIL,2021,4,643.367,Pre,81,Rob Dawson,"President and Chief Executive Officer, RF Industries","So as we look ahead, the first quarter is typically our toughest quarter seasonally.",-0.997498754,29.34144877,0
RFIL,2021,4,649.151,Pre,82,Rob Dawson,"President and Chief Executive Officer, RF Industries","We expect revenue to be down versus Q4, but certainly up significantly over last year's Q1.",-0.39458255,28.94686622,0
RFIL,2021,4,661.938,Pre,83,Rob Dawson,"President and Chief Executive Officer, RF Industries","We expect core revenue to increase throughout the year and to generate year-over-year revenue growth in fiscal 2022 of at least 10%, which should put our total sales for fiscal 22 at something more than $63 million.",0.999999998,29.94686622,0
RFIL,2021,4,672.165,Pre,84,Rob Dawson,"President and Chief Executive Officer, RF Industries","This growth rate does not include any microlab revenue for the new fiscal year, and any additional hybrid fiber orders would also be upside to that number as well.",0.999999634,30.94686585,0
RFIL,2021,4,678.746,Pre,85,Rob Dawson,"President and Chief Executive Officer, RF Industries","With that, I'll now turn the call over to Peter for a review and discussion of the financial results for the quarter.",-0.000298651,30.9465672,0
RFIL,2021,4,679.907,Pre,86,Rob Dawson,"President and Chief Executive Officer, RF Industries",Peter?,-3.66E-05,30.94653058,0
RFIL,2021,4,684.788,Pre,87,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","Thank you, Rob, and good morning, everyone.",0.150121256,31.09665184,0
RFIL,2021,4,693.229,Pre,88,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","As Rob mentioned, we are pleased to report our third consecutive quarter of strong sequential and year-over-year revenue growth for the fourth quarter.",0.999999997,32.09665183,0
RFIL,2021,4,699.371,Pre,89,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries",we saw significant growth in all our markets and channels for both the quarter and the full fiscal year.,0.999999992,33.09665183,0
RFIL,2021,4,719.001,Pre,90,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","Before getting into the comparisons and getting into more detail of our fourth quarter and our full fiscal year results, I do want to note that our fourth quarter results is in a more normalized state as there is no impact from the Paycheck Protection Program loan forgiveness and no impact from the Employee Retention Tax Credit.",-0.009429867,33.08722196,0
RFIL,2021,4,731.567,Pre,91,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","When looking at the full fiscal year results, there will be impact from both the PPP loan forgiveness and the ERC as we recognize those impacts in the second and third quarter of fiscal 2021.",-0.000671747,33.08655021,0
RFIL,2021,4,743.9,Pre,92,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","For comparison purposes, here as I go through our results, I will be excluding the impact of the PPP loan forgiveness and the ERC where applicable to make the results more comparable.",-0.000105416,33.0864448,0
RFIL,2021,4,754.444,Pre,93,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","Sales in the fourth quarter were $21.1 million, up 38% sequentially from Q3, and up 97% year-over-year.",0.999999895,34.08644469,0
RFIL,2021,4,761.95,Pre,94,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","For the full fiscal year, sales increased 33% year-over-year to $57.4 million.",0.999999489,35.08644418,0
RFIL,2021,4,773.238,Pre,95,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","With our increase in sales, comparisons of our fourth quarter results to the prior quarter were all favorable, whether looking at net income, EPS, or adjusted EBITDA.",0.999999982,36.08644416,0
RFIL,2021,4,777.281,Pre,96,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries",Gross profit margin was 25.3% compared to 27.8% in the preceding third quarter.,-0.000326166,36.086118,1
RFIL,2021,4,791.867,Pre,97,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","And as Rob noted, the decrease in our margin was driven by the concentrated Tier 1 business and the impact of the current state of the supply chain and material and shipping costs.",-0.999976659,35.08614134,0
RFIL,2021,4,811.472,Pre,98,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","This was not unexpected given our hybrid fiber solution has been such a large piece of our backlog, which means we had locked in pricing with our customer for these large orders and margins was impacted by the rising cost of shipping and certain materials as a result of the widely reported supply chain issues.",-0.999739269,34.08640207,0
RFIL,2021,4,819.822,Pre,99,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","We do expect to see the impact of the supply chain and increased costs to continue, but do anticipate it to moderate as the year progresses.",-0.822247669,33.2641544,0
RFIL,2021,4,828.764,Pre,100,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","To offset these rising costs, we are actively monitoring our pricing and making changes where necessary to address the increased costs we are experiencing.",0.070911041,33.33506544,0
RFIL,2021,4,840.627,Pre,101,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","Further, we do see room to improve our margins through improved product mix, which includes large opportunities that we have in our pipeline related to our higher margin small cell and DAC offerings.",0.999999995,34.33506543,1
RFIL,2021,4,846.651,Pre,102,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","Even with the margin impact, a significant amount of this revenue fell to the bottom line.",-0.999537759,33.33552768,0
RFIL,2021,4,855.334,Pre,103,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","Operating income was $1.1 million, up from operating income of $393,000 in the preceding third quarter.",0.999964183,34.33549186,0
RFIL,2021,4,864.296,Pre,104,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","On the bottom line, we generated fourth quarter net income of $813,000, or 8 cents per diluted share, and non-GAAP net income of $1.1 million, or 10 cents per diluted share.",0.075444833,34.41093669,0
RFIL,2021,4,873.217,Pre,105,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries",both of which were up significantly on a year-over-year basis.,0.99999901,35.4109357,0
RFIL,2021,4,881.538,Pre,106,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","Adjusted EBITDA was $1.5 million, up 47% from $1 million in the preceding third quarter.",0.999998879,36.41093458,0
RFIL,2021,4,895.59,Pre,107,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","In our fourth quarter results, we also included some one-time acquisition-related charges of $105,000, and we also recognized sales and performance-related expenses and bonuses of $595,000.",-0.010749491,36.40018509,0
RFIL,2021,4,908.64,Pre,108,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","Following the close of the quarter, We filed a S3 shelf registration statement for the potential sale of up to $100 million in our comms stock, debt securities, or warrants.",0.001564925,36.40175001,0
RFIL,2021,4,921.342,Pre,109,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries",The shelf is intended to give the company flexibility to take advantage of our financing opportunities in the future to fund general corporate purposes or future acquisitions and is effective for three years.,0.08915479,36.4909048,0
RFIL,2021,4,932.488,Pre,110,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","In regard to our pending acquisition of Microlab announced last week, we intend to pay the purchase price through a combination of cash on hand and borrowing from a bank facility.",4.32E-07,36.49090524,0
RFIL,2021,4,937.071,Pre,111,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries",We do not plan to use the shelf to finance this acquisition.,-6.24E-05,36.49084281,0
RFIL,2021,4,948.44,Pre,112,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries",Our balance sheet remains strong and included cash and cash equivalents of $13 million and working capital of $31.3 million at the end of the quarter.,0.999999756,37.49084257,0
RFIL,2021,4,953.744,Pre,113,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","Comparing to the preceding third quarter, cash was up slightly by $475,000 and accounts receivable increased by $2.9 million.",0.959329063,38.45017163,0
RFIL,2021,4,963.286,Pre,114,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","As well, the cash balance here does not yet include a portion of the ERC credit.",-1.21E-05,38.45015953,0
RFIL,2021,4,975.013,Pre,115,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","The remaining receivable related to the ERC is included as part of our other current assets, which is $1.7 million, and we expect to receive in the first half of the calendar year.",-1.21E-05,38.45014744,0
RFIL,2021,4,984.238,Pre,116,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","Moving on, we continue to see momentum build around new business, as evidenced by our improved bookings and growth in our backlogs.",0.999999995,39.45014744,0
RFIL,2021,4,993.409,Pre,117,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","Backlog was $33.3 million at October 31, 2021, on fourth quarter bookings of $22.9 million.",-8.43E-07,39.4501466,0
RFIL,2021,4,998.372,Pre,118,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","As of today, our backlog currently stands at $30.5 million.",-2.98E-06,39.45014362,0
RFIL,2021,4,1011.681,Pre,119,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","Looking ahead, given the first quarter is seasonally our toughest quarter, we expect revenue to come down a bit compared to the fourth quarter, but certainly up significantly over last year's Q1.",-0.999992792,38.45015083,0
RFIL,2021,4,1024.814,Pre,120,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries","And looking to the coming fiscal year, As Rob mentioned, we expect year-over-year revenue growth to be north of 10%, which will put our total fiscal 2022 sales to at least $63 million.",0.811393776,39.2615446,0
RFIL,2021,4,1031.52,Pre,121,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries",This growth rate does not include any microlab revenue or any additional significant hybrid fiber orders.,0.001071895,39.2626165,0
RFIL,2021,4,1034.202,Pre,122,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries",These would be upside to that number as well.,0.99999939,40.26261589,0
RFIL,2021,4,1036.403,Pre,123,Peter Yin,"Senior Vice President and Chief Financial Officer, RF Industries",This concludes my discussion.,-2.23E-05,40.26259362,0
